"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"43860144020004",2003,3,5612,2003,"Interior West                           ","Phaorb","Phaeophyscia                            ",9,2,"orbicularis                             ",195,"",2012-06-19,"20004","",,""
"43860145020004",2003,3,5700,2003,"Interior West                           ","Phy   ","Physcia                                 ",2,1,"",195,"",2012-06-19,"20004","",,""
"43860146020004",2003,3,5701,2003,"Interior West                           ","Phyads","Physcia                                 ",97,19,"adscendens                              ",195,"",2012-06-19,"20004","",,""
"43860147020004",2003,3,5702,2003,"Interior West                           ","Phyaip","Physcia                                 ",38,7,"aipolia                                 ",195,"",2012-06-19,"20004","",,""
"43860148020004",2003,3,5705,2003,"Interior West                           ","Phybiz","Physcia                                 ",121,22,"biziana                                 ",195,"",2012-06-19,"20004","",,""
"43860149020004",2003,3,5706,2003,"Interior West                           ","Phycae","Physcia                                 ",5,1,"caesia                                  ",195,"",2012-06-19,"20004","",,""
"43860150020004",2003,3,5710,2003,"Interior West                           ","Phydim","Physcia                                 ",71,14,"dimidiata                               ",195,"",2012-06-19,"20004","",,""
"43860151020004",2003,3,5711,2003,"Interior West                           ","Phydub","Physcia                                 ",19,4,"dubia                                   ",195,"",2012-06-19,"20004","",,""
"43860152020004",2003,3,5723,2003,"Interior West                           ","Physte","Physcia                                 ",30,6,"stellaris                               ",195,"",2012-06-19,"20004","",,""
"43860153020004",2003,3,5724,2003,"Interior West                           ","Phyten","Physcia                                 ",12,3,"tenella                                 ",195,"",2012-06-19,"20004","",,""
"43860154020004",2003,3,5801,2003,"Interior West                           ","Pclchl","Physciella                              ",13,3,"chloantha                               ",195,"",2012-06-19,"20004","",,""
"43860155020004",2003,3,5802,2003,"Interior West                           ","Pclmel","Physciella                              ",3,1,"melanchra                               ",195,"",2012-06-19,"20004","",,""
"43860156020004",2003,3,5901,2003,"Interior West                           ","Phodet","Physconia                               ",6,1,"detersa                                 ",195,"",2012-06-19,"20004","",,""
"43860157020004",2003,3,5903,2003,"Interior West                           ","Phoent","Physconia                               ",4,1,"enteroxantha                            ",195,"",2012-06-19,"20004","",,""
"43860158020004",2003,3,5909,2003,"Interior West                           ","Phoele","Physconia                               ",12,2,"elegantula                              ",195,"",2012-06-19,"20004","",,""
"43860159020004",2003,3,6101,2003,"Interior West                           ","Plagla","Platismatia                             ",21,5,"glauca                                  ",195,"",2012-06-19,"20004","",,""
"43860160020004",2003,3,6303,2003,"Interior West                           ","Pevint","Pseudevernia                            ",12,3,"intensa                                 ",195,"",2012-06-19,"20004","",,""
"43860161020004",2003,3,6704,2003,"Interior West                           ","Punhyp","Punctelia                               ",3,1,"hypoleucites                            ",195,"",2012-06-19,"20004","",,""
"43860162020004",2003,3,6706,2003,"Interior West                           ","Punper","Punctelia                               ",5,1,"perreticulata                           ",195,"",2012-06-19,"20004","",,""
"43860163020004",2003,3,6930,2003,"Interior West                           ","Ramsin","Ramalina                                ",6,2,"sinensis                                ",195,"",2012-06-19,"20004","",,""
"43860164020004",2003,3,7921,2003,"Interior West                           ","Tucari","Tuckermanella                           ",3,1,"arizonica                               ",195,"",2012-06-19,"20004","",,""
"43860165020004",2003,3,7922,2003,"Interior West                           ","Tucpse","Tuckermanella                           ",3,1,"pseudoweberi                            ",195,"",2012-06-19,"20004","",,""
"43860166020004",2003,3,8000,2003,"Interior West                           ","Usn   ","Usnea                                   ",5,2,"",195,"",2012-06-19,"20004","",,""
"43860167020004",2003,3,8013,2003,"Interior West                           ","Usncav","Usnea                                   ",14,2,"cavernosa                               ",195,"",2012-06-19,"20004","",,""
"43860168020004",2003,3,8029,2003,"Interior West                           ","Usnfil","Usnea                                   ",10,2,"filipendula                             ",195,"",2012-06-19,"20004","",,""
"43860169020004",2003,3,8037,2003,"Interior West                           ","Usngls","Usnea                                   ",3,1,"glabrescens                             ",195,"",2012-06-19,"20004","",,""
"43860170020004",2003,3,8041,2003,"Interior West                           ","Usnhir","Usnea                                   ",122,25,"hirta                                   ",195,"",2012-06-19,"20004","",,""
"43860171020004",2003,3,8044,2003,"Interior West                           ","Usnlap","Usnea                                   ",140,25,"lapponica                               ",195,"",2012-06-19,"20004","",,""
"43860172020004",2003,3,8065,2003,"Interior West                           ","Usnsca","Usnea                                   ",9,2,"scabrata                                ",195,"",2012-06-19,"20004","",,""
"43860173020004",2003,3,8072,2003,"Interior West                           ","Usnsub","Usnea                                   ",9,2,"subfloridana                            ",195,"",2012-06-19,"20004","",,""
"43860174020004",2003,3,8151,2003,"Interior West                           ","Vulcan","Vulpicida                               ",20,5,"canadensis                              ",195,"",2012-06-19,"20004","",,""
"43860175020004",2003,3,8152,2003,"Interior West                           ","Vulpin","Vulpicida                               ",19,4,"pinastri                                ",195,"",2012-06-19,"20004","",,""
